Film year,Ceremony year,Ceremony number,Winning category,Winner name,Film title,Film Duration,Film score
1987,1988,60,Music (original Song),"Music by Franke Previte, John DeNicola and Donald Markowitz; Lyric by Franke Previte",Dirty Dancing,100,70.0
1987,1988,60,Best Picture,"Jeremy Thomas, Producer",The Last Emperor,163,77.0
1987,1988,60,Sound,"Bill Rowe, Ivan Sharrock",The Last Emperor,163,77.0
1987,1988,60,Visual Effects,"Dennis Muren, William George, Harley Jessup, Kenneth Smith",Innerspace,120,68.0
1987,1988,60,Writing (screenplay Based On Material From Another Medium),"Mark Peploe, Bernardo Bertolucci",The Last Emperor,163,77.0
1987,1988,60,Writing (screenplay Written Directly For The Screen),John Patrick Shanley,Moonstruck,102,71.0
1987,1988,60,Special Achievement Award (sound Effects Editing),"Stephen Flick, John Pospisil",RoboCop,102,76.0
1988,1989,61,Actor In A Leading Role,Dustin Hoffman,Rain Man,133,80.0
1988,1989,61,Actor In A Supporting Role,Kevin Kline,A Fish Called Wanda,108,75.0
1988,1989,61,Actress In A Leading Role,Jodie Foster,The Accused,111,71.0
1988,1989,61,Actress In A Supporting Role,Geena Davis,The Accidental Tourist,121,67.0
1988,1989,61,Art Direction,Art Direction:  Stuart Craig;  Set Decoration:  Gerard James,Dangerous Liaisons,119,76.0
1988,1989,61,Cinematography,Peter Biziou,Mississippi Burning,128,78.0
1988,1989,61,Costume Design,James Acheson,Dangerous Liaisons,119,76.0
1988,1989,61,Directing,Barry Levinson,Rain Man,133,80.0
1988,1989,61,Documentary (feature),"Marcel Ophuls, Producer",Hotel Terminus: The Life and Times of Klaus Barbie,267,76.0
1988,1989,61,Film Editing,Arthur Schmidt,Who Framed Roger Rabbit,104,77.0
1988,1989,61,Foreign Language Film,Denmark,Pelle the Conqueror,157,78.0
1988,1989,61,Makeup,"Ve Neill, Steve La Porte, Robert Short",Beetlejuice,92,75.0
1988,1989,61,Music (original Score),Dave Grusin,The Milagro Beanfield War,117,68.0
1988,1989,61,Music (original Song),Music and Lyric by Carly Simon,Working Girl,113,68.0
1988,1989,61,Best Picture,"Mark Johnson, Producer",Rain Man,133,80.0
1988,1989,61,Short Film (animated),"John Lasseter, William Reeves",Tin Toy,5,65.0
1988,1989,61,Sound,"Les Fresholtz, Dick Alexander, Vern Poore, Willie D. Burton",Bird,161,71.0
1988,1989,61,Sound Effects Editing,"Charles L. Campbell, Louis L. Edemann",Who Framed Roger Rabbit,104,77.0
1988,1989,61,Visual Effects,"Ken Ralston, Richard Williams, Edward Jones, George Gibbs",Who Framed Roger Rabbit,104,77.0
1988,1989,61,Writing (screenplay Based On Material From Another Medium),Christopher Hampton,Dangerous Liaisons,119,76.0
1988,1989,61,Writing (screenplay Written Directly For The Screen),"Screenplay by Ronald Bass, Barry Morrow;  Story by Barry Morrow",Rain Man,133,80.0
1989,1990,62,Actor In A Leading Role,Daniel Day Lewis,My Left Foot,103,78.0
1989,1990,62,Actor In A Supporting Role,Denzel Washington,Glory,122,78.0
1989,1990,62,Actress In A Leading Role,Jessica Tandy,Driving Miss Daisy,99,73.0
1989,1990,62,Actress In A Supporting Role,Brenda Fricker,My Left Foot,103,78.0
1989,1990,62,Art Direction,Art Direction:  Anton Furst;  Set Decoration:  Peter Young,Batman,126,75.0
1989,1990,62,Cinematography,Freddie Francis,Glory,122,78.0
1989,1990,62,Costume Design,Phyllis Dalton,Henry V,137,75.0
1989,1990,62,Directing,Oliver Stone,Born on the Fourth of July,145,72.0
1989,1990,62,Film Editing,"David Brenner, Joe Hutshing",Born on the Fourth of July,145,72.0
1989,1990,62,Foreign Language Film,Italy,Cinema Paradiso,145,85.0
1989,1990,62,Makeup,"Manlio Rocchetti, Lynn Barber, Kevin Haney",Driving Miss Daisy,99,73.0
1989,1990,62,Music (original Score),Alan Menken,The Little Mermaid,83,76.0
1989,1990,62,Music (original Song),Music by Alan Menken; Lyric by Howard Ashman,The Little Mermaid,83,76.0
1989,1990,62,Best Picture,"Richard D. Zanuck and Lili Fini Zanuck, Producers",Driving Miss Daisy,99,73.0
1989,1990,62,Sound,"Donald O. Mitchell, Gregg C. Rudloff, Elliot Tyson, Russell Williams II",Glory,122,78.0
1989,1990,62,Sound Effects Editing,"Ben Burtt, Richard Hymns",Indiana Jones and the Last Crusade,127,82.0
1989,1990,62,Visual Effects,"John Bruno, Dennis Muren, Hoyt Yeatman, Dennis Skotak",The Abyss,140,75.0
1989,1990,62,Writing (screenplay Based On Material From Another Medium),Alfred Uhry,Driving Miss Daisy,99,73.0
1989,1990,62,Writing (screenplay Written Directly For The Screen),Tom Schulman,Dead Poets Society,128,81.0
1990,1991,63,Actor In A Leading Role,Jeremy Irons,Reversal of Fortune,111,72.0
1990,1991,63,Actor In A Supporting Role,Joe Pesci,Good Fellas,145,87.0
1990,1991,63,Actress In A Leading Role,Kathy Bates,Misery,107,78.0
1990,1991,63,Actress In A Supporting Role,Whoopi Goldberg,Ghost,127,71.0
1990,1991,63,Art Direction,Art Direction:  Richard Sylbert;  Set Decoration:  Rick Simpson,Dick Tracy,105,62.0
1990,1991,63,Costume Design,Franca Squarciapino,Cyrano de Bergerac,137,75.0
1990,1991,63,Directing,Kevin Costner,Dances With Wolves,181,80.0
1990,1991,63,Documentary (feature),"Barbara Kopple and Arthur Cohn, Producers",American Dream,98,78.0
1990,1991,63,Film Editing,Neil Travis,Dances With Wolves,181,80.0
1990,1991,63,Foreign Language Film,Switzerland,Journey of Hope,105,75.0
1990,1991,63,Makeup,"John Caglione, Jr., Doug Drexler",Dick Tracy,105,62.0
1990,1991,63,Music (original Score),John Barry,Dances With Wolves,181,80.0
1990,1991,63,Music (original Song),Music and Lyric by Stephen Sondheim,Dick Tracy,105,62.0
1990,1991,63,Best Picture,"Jim Wilson and Kevin Costner, Producers",Dances With Wolves,181,80.0
1990,1991,63,Short Film (animated),Nick Park,Creature Comforts,0,79.0
1990,1991,63,Sound,"Jeffrey Perkins, Bill W. Benton, Greg Watkins, Russell Williams II",Dances With Wolves,181,80.0
1990,1991,63,Sound Effects Editing,"Cecelia Hall, George Watters II",The Hunt for Red October,135,75.0
1990,1991,63,Writing (screenplay Based On Material From Another Medium),Michael Blake,Dances With Wolves,181,80.0
1990,1991,63,Writing (screenplay Written Directly For The Screen),Bruce Joel Rubin,Ghost,127,71.0
1990,1991,63,Special Achievement Award (visual Effects),"Eric Brevig, Rob Bottin, Tim McGovern, Alex Funke",Total Recall,113,75.0
1991,1992,64,Actor In A Leading Role,Anthony Hopkins,The Silence of the Lambs,118,86.0
1991,1992,64,Actor In A Supporting Role,Jack Palance,City Slickers,113,68.0
1991,1992,64,Actress In A Leading Role,Jodie Foster,The Silence of the Lambs,118,86.0
1991,1992,64,Actress In A Supporting Role,Mercedes Ruehl,The Fisher King,137,75.0
1991,1992,64,Art Direction,Art Direction:  Dennis Gassner;  Set Decoration:  Nancy Haigh,Bugsy,136,68.0
1991,1992,64,Cinematography,Robert Richardson,JFK,189,80.0
1991,1992,64,Costume Design,Albert Wolsky,Bugsy,136,68.0
1991,1992,64,Directing,Jonathan Demme,The Silence of the Lambs,118,86.0
1991,1992,64,Documentary (feature),"Allie Light and Irving Saraf, Producers",In the Shadow of the Stars,93,65.0
1991,1992,64,Film Editing,"Joe Hutshing, Pietro Scalia",JFK,189,80.0
1991,1992,64,Foreign Language Film,Italy,Mediterraneo,96,74.0
1991,1992,64,Makeup,"Stan Winston, Jeff Dawn",Terminator 2: Judgment Day,137,86.0
1991,1992,64,Music (original Score),Alan Menken,Beauty and the Beast,84,80.0
1991,1992,64,Music (original Song),Music by Alan Menken; Lyric by Howard Ashman,Beauty and the Beast,84,80.0
1991,1992,64,Best Picture,"Edward Saxon, Kenneth Utt and Ron Bozman, Producers",The Silence of the Lambs,118,86.0
1991,1992,64,Sound,"Tom Johnson, Gary Rydstrom, Gary Summers, Lee Orloff",Terminator 2: Judgment Day,137,86.0
1991,1992,64,Sound Effects Editing,"Gary Rydstrom, Gloria S. Borders",Terminator 2: Judgment Day,137,86.0
1991,1992,64,Visual Effects,"Dennis Muren, Stan Winston, Gene Warren, Jr., Robert Skotak",Terminator 2: Judgment Day,137,86.0
1991,1992,64,Writing (screenplay Based On Material Previously Produced Or Published),Ted Tally,The Silence of the Lambs,118,86.0
1991,1992,64,Writing (screenplay Written Directly For The Screen),Callie Khouri,Thelma & Louise,130,75.0
1992,1993,65,Actor In A Leading Role,Al Pacino,Scent of a Woman,156,80.0
1992,1993,65,Actor In A Supporting Role,Gene Hackman,Unforgiven,130,82.0
1992,1993,65,Actress In A Leading Role,Emma Thompson,Howards End,142,74.0
1992,1993,65,Actress In A Supporting Role,Marisa Tomei,My Cousin Vinny,120,76.0
1992,1993,65,Art Direction,Art Direction:  Luciana Arrighi;  Set Decoration:  Ian Whittaker,Howards End,142,74.0
1992,1993,65,Cinematography,Philippe Rousselot,A River Runs through It,123,72.0
1992,1993,65,Costume Design,Eiko Ishioka,Bram Stoker's Dracula,128,74.0
1992,1993,65,Directing,Clint Eastwood,Unforgiven,130,82.0
1992,1993,65,Film Editing,Joel Cox,Unforgiven,130,82.0
1992,1993,65,Foreign Language Film,France,Indochine,159,70.0
1992,1993,65,Makeup,"Greg Cannom, Michèle Burke, Matthew W. Mungle",Bram Stoker's Dracula,128,74.0
1992,1993,65,Music (original Score),Alan Menken,Aladdin,90,80.0
1992,1993,65,Music (original Song),Music by Alan Menken; Lyric by Tim Rice,Aladdin,90,80.0
1992,1993,65,Best Picture,"Clint Eastwood, Producer",Unforgiven,130,82.0
1992,1993,65,Short Film (animated),Joan C. Gratz,Mona Lisa Descending a Staircase,7,69.0
1992,1993,65,Sound Effects Editing,"Tom C. McCarthy, David E. Stone",Bram Stoker's Dracula,128,74.0
1992,1993,65,Visual Effects,"Ken Ralston, Doug Chiang, Doug Smythe, Tom Woodruff, Jr.",Death Becomes Her,104,66.0
1992,1993,65,Writing (screenplay Based On Material Previously Produced Or Published),Ruth Prawer Jhabvala,Howards End,142,74.0
1992,1993,65,Writing (screenplay Written Directly For The Screen),Neil Jordan,The Crying Game,112,72.0
1993,1994,66,Actor In A Leading Role,Tom Hanks,Philadelphia,125,77.0
1993,1994,66,Actor In A Supporting Role,Tommy Lee Jones,The Fugitive,130,78.0
1993,1994,66,Actress In A Leading Role,Holly Hunter,The Piano,121,75.0
1993,1994,66,Actress In A Supporting Role,Anna Paquin,The Piano,121,75.0
1993,1994,66,Art Direction,Art Direction:  Allan Starski;  Set Decoration:  Ewa Braun,Schindler's List,195,90.0
1993,1994,66,Cinematography,Janusz Kaminski,Schindler's List,195,90.0
1993,1994,66,Costume Design,Gabriella Pescucci,The Age of Innocence,139,72.0
1993,1994,66,Directing,Steven Spielberg,Schindler's List,195,90.0
1993,1994,66,Film Editing,Michael Kahn,Schindler's List,195,90.0
1993,1994,66,Foreign Language Film,Spain,Belle Epoque,60,70.0
1993,1994,66,Makeup,"Greg Cannom, Ve Neill, Yolanda Toussieng",Mrs. Doubtfire,125,71.0
1993,1994,66,Music (original Score),John Williams,Schindler's List,195,90.0
1993,1994,66,Music (original Song),Music and Lyric by Bruce Springsteen,Philadelphia,125,77.0
1993,1994,66,Best Picture,"Steven Spielberg, Gerald R. Molen and Branko Lustig, Producers",Schindler's List,195,90.0
1993,1994,66,Short Film (animated),Nick Park,The Wrong Trousers,29,83.0
1993,1994,66,Sound,"Gary Summers, Gary Rydstrom, Shawn Murphy, Ron Judkins",Jurassic Park,127,82.0
1993,1994,66,Sound Effects Editing,"Gary Rydstrom, Richard Hymns",Jurassic Park,127,82.0
1993,1994,66,Visual Effects,"Dennis Muren, Stan Winston, Phil Tippett, Michael Lantieri",Jurassic Park,127,82.0
1993,1994,66,Writing (screenplay Based On Material Previously Produced Or Published),Steven Zaillian,Schindler's List,195,90.0
1993,1994,66,Writing (screenplay Written Directly For The Screen),Jane Campion,The Piano,121,75.0
1994,1995,67,Actor In A Leading Role,Tom Hanks,Forrest Gump,142,88.0
1994,1995,67,Actor In A Supporting Role,Martin Landau,Ed Wood,127,78.0
1994,1995,67,Actress In A Leading Role,Jessica Lange,Blue Sky,101,64.0
1994,1995,67,Actress In A Supporting Role,Dianne Wiest,Bullets over Broadway,98,74.0
1994,1995,67,Art Direction,Art Direction:  Ken Adam;  Set Decoration:  Carolyn Scott,The Madness of King George,110,72.0
1994,1995,67,Cinematography,John Toll,Legends of the Fall,133,75.0
1994,1995,67,Costume Design,"Lizzy Gardiner, Tim Chappel","The Adventures of Priscilla, Queen of the Desert",104,75.0
1994,1995,67,Directing,Robert Zemeckis,Forrest Gump,142,88.0
1994,1995,67,Film Editing,Arthur Schmidt,Forrest Gump,142,88.0
1994,1995,67,Foreign Language Film,Russia,Burnt by the Sun,135,78.0
1994,1995,67,Makeup,"Rick Baker, Ve Neill, Yolanda Toussieng",Ed Wood,127,78.0
1994,1995,67,Music (original Score),Hans Zimmer,The Lion King,88,85.0
1994,1995,67,Music (original Song),Music by Elton John; Lyric by Tim Rice,The Lion King,88,85.0
1994,1995,67,Best Picture,"Wendy Finerman, Steve Tisch and Steve Starkey, Producers",Forrest Gump,142,88.0
1994,1995,67,Short Film (live Action),"Peter Capaldi, Ruth Kenley-Letts",Franz Kafka's It's a Wonderful Life,23,72.0
1994,1995,67,Short Film (live Action),"Peggy Rajski, Randy Stone",Trevor,23,77.0
1994,1995,67,Sound,"Gregg Landaker, Steve Maslow, Bob Beemer, David R. B. MacMillan",Speed,116,73.0
1994,1995,67,Sound Effects Editing,Stephen Hunter Flick,Speed,116,73.0
1994,1995,67,Visual Effects,"Ken Ralston, George Murphy, Stephen Rosenbaum, Allen Hall",Forrest Gump,142,88.0
1994,1995,67,Writing (screenplay Based On Material Previously Produced Or Published),Eric Roth,Forrest Gump,142,88.0
1994,1995,67,Writing (screenplay Written Directly For The Screen),Screenplay by Quentin Tarantino;  Stories by Quentin Tarantino & Roger Avary,Pulp Fiction,154,89.0
1995,1996,68,Actor In A Leading Role,Nicolas Cage,Leaving Las Vegas,111,75.0
1995,1996,68,Actor In A Supporting Role,Kevin Spacey,The Usual Suspects,106,85.0
1995,1996,68,Actress In A Leading Role,Susan Sarandon,Dead Man Walking,122,75.0
1995,1996,68,Actress In A Supporting Role,Mira Sorvino,Mighty Aphrodite,95,70.0
1995,1996,68,Art Direction,Eugenio Zanetti,Restoration,117,66.0
1995,1996,68,Cinematography,John Toll,Braveheart,178,83.0
1995,1996,68,Costume Design,James Acheson,Restoration,117,66.0
1995,1996,68,Directing,Mel Gibson,Braveheart,178,83.0
1995,1996,68,Documentary (feature),Jon Blair,Anne Frank Remembered,117,81.0
1995,1996,68,Documentary (short Subject),Kary Antholis,One Survivor Remembers,39,79.0
1995,1996,68,Film Editing,"Mike Hill, Dan Hanley",Apollo 13,140,77.0
1995,1996,68,Foreign Language Film,The Netherlands,Antonia's Line,102,74.0
1995,1996,68,Makeup,"Peter Frampton, Paul Pattison, Lois Burwell",Braveheart,178,83.0
1995,1996,68,Music (original Dramatic Score),Luis Enrique Bacalov,The Postman (Il Postino),108,78.0
1995,1996,68,Music (original Musical Or Comedy Score),Music by Alan Menken; Lyrics by Stephen Schwartz; Orchestral Score by Alan Menken,Pocahontas,81,67.0
1995,1996,68,Music (original Song),Music by Alan Menken; Lyric by Stephen Schwartz,Pocahontas,81,67.0
1995,1996,68,Best Picture,"Mel Gibson, Alan Ladd, Jr. and Bruce Davey, Producers",Braveheart,178,83.0
1995,1996,68,Short Film (animated),Nick Park,A Close Shave,30,81.0
1995,1996,68,Sound,"Rick Dior, Steve Pederson, Scott Millan, David MacMillan",Apollo 13,140,77.0
1995,1996,68,Sound Effects Editing,"Lon Bender, Per Hallberg",Braveheart,178,83.0
1995,1996,68,Visual Effects,"Scott E. Anderson, Charles Gibson, Neal Scanlan, John Cox",Babe,91,69.0
1995,1996,68,Writing (screenplay Based On Material Previously Produced Or Published),Emma Thompson,Sense and Sensibility,136,77.0
1995,1996,68,Writing (screenplay Written Directly For The Screen),Christopher McQuarrie,The Usual Suspects,106,85.0
1996,1997,69,Actor In A Leading Role,Geoffrey Rush,Shine,105,76.0
1996,1997,69,Actor In A Supporting Role,"Cuba Gooding, Jr.",Jerry Maguire,139,73.0
1996,1997,69,Actress In A Leading Role,Frances McDormand,Fargo,98,81.0
1996,1997,69,Actress In A Supporting Role,Juliette Binoche,The English Patient,162,74.0
1996,1997,69,Art Direction,Art Direction:  Stuart Craig;  Set Decoration:  Stephenie McMillan,The English Patient,162,74.0
1996,1997,69,Cinematography,John Seale,The English Patient,162,74.0
1996,1997,69,Costume Design,Ann Roth,The English Patient,162,74.0
1996,1997,69,Directing,Anthony Minghella,The English Patient,162,74.0
1996,1997,69,Documentary (feature),"Leon Gast, David Sonenberg",When We Were Kings,88,80.0
1996,1997,69,Documentary (short Subject),Jessica Yu,Breathing Lessons: The Life and Work of Mark O'Brien,35,77.0
1996,1997,69,Film Editing,Walter Murch,The English Patient,162,74.0
1996,1997,69,Foreign Language Film,Czech Republic,Kolya,105,77.0
1996,1997,69,Makeup,"Rick Baker, David LeRoy Anderson",The Nutty Professor,95,57.0
1996,1997,69,Music (original Dramatic Score),Gabriel Yared,The English Patient,162,74.0
1996,1997,69,Music (original Musical Or Comedy Score),Rachel Portman,Emma,120,66.0
1996,1997,69,Music (original Song),Music by Andrew Lloyd Webber; Lyric by Tim Rice,Evita,135,63.0
1996,1997,69,Best Picture,"Saul Zaentz, Producer",The English Patient,162,74.0
1996,1997,69,Short Film (animated),"Tyron Montgomery, Thomas Stellmach",Quest,95,56.0
1996,1997,69,Sound,"Walter Murch, Mark Berger, David Parker, Chris Newman",The English Patient,162,74.0
1996,1997,69,Sound Effects Editing,Bruce Stambler,The Ghost and the Darkness,110,68.0
1996,1997,69,Visual Effects,"Volker Engel, Douglas Smith, Clay Pinney, Joseph Viskocil",Independence Day,145,70.0
1996,1997,69,Writing (screenplay Based On Material Previously Produced Or Published),Billy Bob Thornton,Sling Blade,135,80.0
1996,1997,69,Writing (screenplay Written Directly For The Screen),"Ethan Coen, Joel Coen",Fargo,98,81.0
1997,1998,70,Actor In A Leading Role,Jack Nicholson,As Good as It Gets,139,77.0
1997,1998,70,Actor In A Supporting Role,Robin Williams,Good Will Hunting,126,83.0
1997,1998,70,Actress In A Leading Role,Helen Hunt,As Good as It Gets,139,77.0
1997,1998,70,Actress In A Supporting Role,Kim Basinger,L.A. Confidential,138,82.0
1997,1998,70,Art Direction,Art Direction:  Peter Lamont;  Set Decoration:  Michael Ford,Titanic,194,79.0
1997,1998,70,Cinematography,Russell Carpenter,Titanic,194,79.0
1997,1998,70,Costume Design,Deborah L. Scott,Titanic,194,79.0
1997,1998,70,Directing,James Cameron,Titanic,194,79.0
1997,1998,70,Documentary (feature),"Rabbi Marvin Hier, Richard Trank",The Long Way Home,120,76.0
1997,1998,70,Film Editing,"Conrad Buff, James Cameron, Richard A. Harris",Titanic,194,79.0
1997,1998,70,Foreign Language Film,The Netherlands,Character,122,77.0
1997,1998,70,Makeup,"Rick Baker, David LeRoy Anderson",Men in Black,98,73.0
1997,1998,70,Music (original Dramatic Score),James Horner,Titanic,194,79.0
1997,1998,70,Music (original Musical Or Comedy Score),Anne Dudley,The Full Monty,91,72.0
1997,1998,70,Music (original Song),Music by James Horner; Lyric by Will Jennings,Titanic,194,79.0
1997,1998,70,Best Picture,"James Cameron and Jon Landau, Producers",Titanic,194,79.0
1997,1998,70,Short Film (animated),Jan Pinkava,Geri's Game,5,78.0
1997,1998,70,Sound,"Gary Rydstrom, Tom Johnson, Gary Summers, Mark Ulano",Titanic,194,79.0
1997,1998,70,Sound Effects Editing,"Tom Bellfort, Christopher Boyes",Titanic,194,79.0
1997,1998,70,Visual Effects,"Robert Legato, Mark Lasoff, Thomas L. Fisher, Michael Kanfer",Titanic,194,79.0
1997,1998,70,Writing (screenplay Based On Material Previously Produced Or Published),"Brian Helgeland, Curtis Hanson",L.A. Confidential,138,82.0
1997,1998,70,Writing (screenplay Written Directly For The Screen),"Ben Affleck, Matt Damon",Good Will Hunting,126,83.0
1998,1999,71,Actor In A Leading Role,Roberto Benigni,Life Is Beautiful,116,86.0
1998,1999,71,Actor In A Supporting Role,James Coburn,Affliction,111,60.0
1998,1999,71,Actress In A Leading Role,Gwyneth Paltrow,Shakespeare in Love,123,71.0
1998,1999,71,Actress In A Supporting Role,Judi Dench,Shakespeare in Love,123,71.0
1998,1999,71,Art Direction,Art Direction:  Martin Childs;  Set Decoration:  Jill Quertier,Shakespeare in Love,123,71.0
1998,1999,71,Cinematography,Janusz Kaminski,Saving Private Ryan,169,86.0
1998,1999,71,Costume Design,Sandy Powell,Shakespeare in Love,123,71.0
1998,1999,71,Directing,Steven Spielberg,Saving Private Ryan,169,86.0
1998,1999,71,Documentary (feature),"James Moll, Ken Lipper",The Last Days,87,79.0
1998,1999,71,Documentary (short Subject),Keiko Ibi,The Personals: Improvisations on Romance in the Golden Years,40,63.0
1998,1999,71,Film Editing,Michael Kahn,Saving Private Ryan,169,86.0
1998,1999,71,Foreign Language Film,Italy,Life Is Beautiful,116,86.0
1998,1999,71,Makeup,Jenny Shircore,Elizabeth,124,74.0
1998,1999,71,Music (original Dramatic Score),Nicola Piovani,Life Is Beautiful,116,86.0
1998,1999,71,Music (original Musical Or Comedy Score),Stephen Warbeck,Shakespeare in Love,123,71.0
1998,1999,71,Music (original Song),Music and Lyric by Stephen Schwartz,The Prince of Egypt,99,72.0
1998,1999,71,Best Picture,"David Parfitt, Donna Gigliotti, Harvey Weinstein, Edward Zwick and Marc Norman, Producers",Shakespeare in Love,123,71.0
1998,1999,71,Short Film (animated),Chris Wedge,Bunny,7,67.0
1998,1999,71,Sound,"Gary Rydstrom, Gary Summers, Andy Nelson, Ronald Judkins",Saving Private Ryan,169,86.0
1998,1999,71,Sound Effects Editing,"Gary Rydstrom, Richard Hymns",Saving Private Ryan,169,86.0
1998,1999,71,Visual Effects,"Joel Hynek, Nicholas Brooks, Stuart Robertson, Kevin Mack",What Dreams May Come,113,69.0
1998,1999,71,Writing (screenplay Based On Material Previously Produced Or Published),Bill Condon,Gods and Monsters,105,73.0
1998,1999,71,Writing (screenplay Written Directly For The Screen),"Marc Norman, Tom Stoppard",Shakespeare in Love,123,71.0
1999,2000,72,Actor In A Leading Role,Kevin Spacey,American Beauty,122,83.0
1999,2000,72,Actor In A Supporting Role,Michael Caine,The Cider House Rules,126,74.0
1999,2000,72,Actress In A Leading Role,Hilary Swank,Boys Don't Cry,118,75.0
1999,2000,72,Actress In A Supporting Role,Angelina Jolie,"Girl, Interrupted",127,73.0
1999,2000,72,Art Direction,Art Direction:  Rick Heinrichs;  Set Decoration:  Peter Young,Sleepy Hollow,105,73.0
1999,2000,72,Cinematography,Conrad L. Hall,American Beauty,122,83.0
1999,2000,72,Costume Design,Lindy Hemming,Topsy-Turvy,160,74.0
1999,2000,72,Directing,Sam Mendes,American Beauty,122,83.0
1999,2000,72,Documentary (feature),"Arthur Cohn, Kevin Macdonald",One Day in September,94,78.0
1999,2000,72,Film Editing,Zach Staenberg,The Matrix,136,87.0
1999,2000,72,Foreign Language Film,Spain,All about My Mother,101,78.0
1999,2000,72,Makeup,"Christine Blundell, Trefor Proud",Topsy-Turvy,160,74.0
1999,2000,72,Music (original Score),John Corigliano,The Red Violin,130,76.0
1999,2000,72,Music (original Song),Music and Lyric by Phil Collins,Tarzan,88,73.0
1999,2000,72,Best Picture,"Bruce Cohen and Dan Jinks, Producers",American Beauty,122,83.0
1999,2000,72,Sound,"John Reitz, Gregg Rudloff, David Campbell, David Lee",The Matrix,136,87.0
1999,2000,72,Sound Effects Editing,Dane A. Davis,The Matrix,136,87.0
1999,2000,72,Visual Effects,"John Gaeta, Janek Sirrs, Steve Courtley, Jon Thum",The Matrix,136,87.0
1999,2000,72,Writing (screenplay Based On Material Previously Produced Or Published),John Irving,The Cider House Rules,126,74.0
1999,2000,72,Writing (screenplay Written Directly For The Screen),Alan Ball,American Beauty,122,83.0
2000,2001,73,Actor In A Leading Role,Russell Crowe,Gladiator,155,85.0
2000,2001,73,Actor In A Supporting Role,Benicio Del Toro,Traffic,147,76.0
2000,2001,73,Actress In A Leading Role,Julia Roberts,Erin Brockovich,131,74.0
2000,2001,73,Actress In A Supporting Role,Marcia Gay Harden,Pollock,122,70.0
2000,2001,73,Art Direction,Tim Yip,"Crouching Tiger, Hidden Dragon",120,79.0
2000,2001,73,Cinematography,Peter Pau,"Crouching Tiger, Hidden Dragon",120,79.0
2000,2001,73,Costume Design,Janty Yates,Gladiator,155,85.0
2000,2001,73,Directing,Steven Soderbergh,Traffic,147,76.0
2000,2001,73,Documentary (feature),"Mark Jonathan Harris, Deborah Oppenheimer",Into the Arms of Strangers: Stories of the Kindertransport,122,77.0
2000,2001,73,Film Editing,Stephen Mirrione,Traffic,147,76.0
2000,2001,73,Foreign Language Film,Taiwan,"Crouching Tiger, Hidden Dragon",120,79.0
2000,2001,73,Makeup,"Rick Baker, Gail Ryan",Dr. Seuss' How the Grinch Stole Christmas,104,63.0
2000,2001,73,Music (original Score),Tan Dun,"Crouching Tiger, Hidden Dragon",120,79.0
2000,2001,73,Music (original Song),Music and Lyric by Bob Dylan,Wonder Boys,107,72.0
2000,2001,73,Best Picture,"Douglas Wick, David Franzoni and Branko Lustig, Producers",Gladiator,155,85.0
2000,2001,73,Sound,"Scott Millan, Bob Beemer, Ken Weston",Gladiator,155,85.0
2000,2001,73,Sound Editing,Jon Johnson,U-571,116,66.0
2000,2001,73,Visual Effects,"John Nelson, Neil Corbould, Tim Burke, Rob Harvey",Gladiator,155,85.0
2000,2001,73,Writing (screenplay Based On Material Previously Produced Or Published),Screenplay by Stephen Gaghan,Traffic,147,76.0
2000,2001,73,Writing (screenplay Written Directly For The Screen),Written by Cameron Crowe,Almost Famous,122,79.0
2001,2002,74,Actor In A Leading Role,Denzel Washington,Training Day,122,77.0
2001,2002,74,Actor In A Supporting Role,Jim Broadbent,Iris,91,70.0
2001,2002,74,Actress In A Leading Role,Halle Berry,Monster's Ball,111,71.0
2001,2002,74,Actress In A Supporting Role,Jennifer Connelly,A Beautiful Mind,135,82.0
2001,2002,74,Animated Feature Film,Aron Warner,Shrek,90,79.0
2001,2002,74,Art Direction,Art Direction:  Catherine Martin; Set Decoration:  Brigitte Broch,Moulin Rouge,127,76.0
2001,2002,74,Cinematography,Andrew Lesnie,The Lord of the Rings: The Fellowship of the Ring,178,88.0
2001,2002,74,Costume Design,"Catherine Martin, Angus Strathie",Moulin Rouge,127,76.0
2001,2002,74,Directing,Ron Howard,A Beautiful Mind,135,82.0
2001,2002,74,Documentary (feature),"Jean-Xavier de Lestrade, Denis Poncet",Murder on a Sunday Morning,111,80.0
2001,2002,74,Film Editing,Pietro Scalia,Black Hawk Down,144,77.0
2001,2002,74,Foreign Language Film,Bosnia & Herzegovina,No Man's Land,98,79.0
2001,2002,74,Makeup,"Peter Owen, Richard Taylor",The Lord of the Rings: The Fellowship of the Ring,178,88.0
2001,2002,74,Music (original Score),Howard Shore,The Lord of the Rings: The Fellowship of the Ring,178,88.0
2001,2002,74,Music (original Song),Music and Lyric by Randy Newman,"Monsters, Inc.",92,81.0
2001,2002,74,Best Picture,"Brian Grazer and Ron Howard, Producers",A Beautiful Mind,135,82.0
2001,2002,74,Short Film (animated),Ralph Eggleston,For the Birds,3,80.0
2001,2002,74,Short Film (live Action),"Ray McKinnon, Lisa Blount",the accountant,35,76.0
2001,2002,74,Sound,"Michael Minkler, Myron Nettinga, Chris Munro",Black Hawk Down,144,77.0
2001,2002,74,Sound Editing,"George Watters II, Christopher Boyes",Pearl Harbor,183,62.0
